Location,Plot_Number,Treatment,Replicate,Coral_Diversity,Species,Count
Lizard,27,Seriatopora hystrix,3,low,Pomacentrus moluccensis,2
Lizard,27,Seriatopora hystrix,3,low,Pomacentrus nagasakiensis,7
Lizard,27,Seriatopora hystrix,3,low,Pomacentrus pavo,6
Lizard,27,Seriatopora hystrix,3,low,Pseudochromis fuscus,3
Lizard,27,Seriatopora hystrix,3,low,Valencienna longipinnis,2
Lizard,33,Seriatopora hystrix,4,low,Acan dark juveniles,4
Lizard,33,Seriatopora hystrix,4,low,Atrosalarias fuscus holomelas,1
Lizard,33,Seriatopora hystrix,4,low,Canthigaster bennetti,1
Lizard,33,Seriatopora hystrix,4,low,Chaetodon plebeius,1
Lizard,33,Seriatopora hystrix,4,low,Choris batuensis,1
Lizard,33,Seriatopora hystrix,4,low,Chromis viridis,2
Lizard,33,Seriatopora hystrix,4,low,Dascyllus aruanus,8
Lizard,33,Seriatopora hystrix,4,low,Dischistodus perspicillatus,2
Lizard,33,Seriatopora hystrix,4,low,Epinephelus maculatus,1
Lizard,33,Seriatopora hystrix,4,low,Eviota queenslandica,1
Lizard,33,Seriatopora hystrix,4,low,Fusigobius duospilus,1
Lizard,33,Seriatopora hystrix,4,low,Gobiodon ceramicus,3
Lizard,33,Seriatopora hystrix,4,low,Istigobius decoratus,1
Lizard,33,Seriatopora hystrix,4,low,juv  Scarid other,2
Lizard,33,Seriatopora hystrix,4,low,juv  Scarid striped,1
Lizard,33,Seriatopora hystrix,4,low,Ostorhinchus cyanosoma,2
Lizard,33,Seriatopora hystrix,4,low,Paragobiodon xanthosomus,10
Lizard,33,Seriatopora hystrix,4,low,Pomacentrus adelus,1
Lizard,33,Seriatopora hystrix,4,low,Pomacentrus amboinensis,32
Lizard,33,Seriatopora hystrix,4,low,Pomacentrus chrysurus,4
Lizard,33,Seriatopora hystrix,4,low,Pomacentrus moluccensis,9
Lizard,33,Seriatopora hystrix,4,low,Pomacentrus nagasakiensis,1
Lizard,33,Seriatopora hystrix,4,low,Pseudochromis fuscus,2
Lizard,33,Seriatopora hystrix,4,low,Siganus puellus,1
Lizard,33,Seriatopora hystrix,4,low,Stethojulis strigiventer,1
Lizard,33,Seriatopora hystrix,4,low,Thalassoma lunare,1
Lizard,43,Seriatopora hystrix,5,low,Acan dark juveniles,2
Lizard,43,Seriatopora hystrix,5,low,Apogon doederleini,61
Lizard,43,Seriatopora hystrix,5,low,Canthigaster valentini,2
Lizard,43,Seriatopora hystrix,5,low,Chaetodon ephippium,1
Lizard,43,Seriatopora hystrix,5,low,Cheilodipterus quinquelineatus,12
Lizard,43,Seriatopora hystrix,5,low,Choris batuensis,1
Lizard,43,Seriatopora hystrix,5,low,Dascyllus aruanus,8
Lizard,43,Seriatopora hystrix,5,low,Dischistodus perspicillatus,5
Lizard,43,Seriatopora hystrix,5,low,Eviota queenslandica,1
Lizard,43,Seriatopora hystrix,5,low,Gobiodon ceramicus,1
Lizard,43,Seriatopora hystrix,5,low,Halichoeres melanurus,1
Lizard,43,Seriatopora hystrix,5,low,Ostorhinchus cyanosoma,47
Lizard,43,Seriatopora hystrix,5,low,Paragobiodon xanthosomus,35
Lizard,43,Seriatopora hystrix,5,low,Parupeneus barberinus,1
Lizard,43,Seriatopora hystrix,5,low,Pomacentrus amboinensis,56
Lizard,43,Seriatopora hystrix,5,low,Pomacentrus chrysurus,1
Lizard,43,Seriatopora hystrix,5,low,Pomacentrus grammorhynchus,1
Lizard,43,Seriatopora hystrix,5,low,Pomacentrus moluccensis,5
Lizard,43,Seriatopora hystrix,5,low,Pomacentrus nagasakiensis,6
Lizard,43,Seriatopora hystrix,5,low,Pomacentrus pavo,4
Lizard,43,Seriatopora hystrix,5,low,Pseudobalistes flavimarginatus,1
Lizard,43,Seriatopora hystrix,5,low,Pseudochromis flammicauda,1
Lizard,43,Seriatopora hystrix,5,low,Pseudochromis fuscus,1
Lizard,43,Seriatopora hystrix,5,low,Salarias alboguttatus,1
Lizard,43,Seriatopora hystrix,5,low,Thalassoma lunare,1
Lizard,1,Acropora muricata,1,low,Amblyglyphidodon curacao,2
Lizard,1,Acropora muricata,1,low,Amblygobius phaelaena,1
Lizard,1,Acropora muricata,1,low,Apogon doederleini,75
Lizard,1,Acropora muricata,1,low,Apogon thermalis,30
Lizard,1,Acropora muricata,1,low,Canthigaster bennetti,4
Lizard,1,Acropora muricata,1,low,Canthigaster valentini,1
Lizard,1,Acropora muricata,1,low,Cheilodipterus quinquelineatus,34
Lizard,1,Acropora muricata,1,low,Choris batuensis,2
Lizard,1,Acropora muricata,1,low,Dischistodus perspicillatus,9
Lizard,1,Acropora muricata,1,low,Fusigobius duospilus,1
Lizard,1,Acropora muricata,1,low,Gobiodon okinawae,10
Lizard,1,Acropora muricata,1,low,juv  Scarid other,1
Lizard,1,Acropora muricata,1,low,juv  Scarid striped,1
Lizard,1,Acropora muricata,1,low,Ostorhinchus cyanosoma,26
Lizard,1,Acropora muricata,1,low,Pleurosicya micheli,1
Lizard,1,Acropora muricata,1,low,Pomacentrus amboinensis,12
Lizard,1,Acropora muricata,1,low,Pomacentrus nagasakiensis,2
Lizard,1,Acropora muricata,1,low,Pseudochromis fuscus,1
Lizard,1,Acropora muricata,1,low,Siganus doliatus,1
Lizard,8,Acropora muricata,2,low,Acan dark juveniles,1
Lizard,8,Acropora muricata,2,low,Canthigaster bennetti,1
Lizard,8,Acropora muricata,2,low,Canthigaster valentini,1
Lizard,8,Acropora muricata,2,low,Cheilodipterus quinquelineatus,3
Lizard,8,Acropora muricata,2,low,Choris batuensis,3
Lizard,8,Acropora muricata,2,low,Dischistodus perspicillatus,2
Lizard,8,Acropora muricata,2,low,Eviota queenslandica,4
Lizard,8,Acropora muricata,2,low,Gobiodon citrinus,1
Lizard,8,Acropora muricata,2,low,Gobiodon okinawae,1
Lizard,8,Acropora muricata,2,low,Istigobius decoratus,4
Lizard,8,Acropora muricata,2,low,juv  Scarid striped,6
Lizard,8,Acropora muricata,2,low,Lutjanus carponatus,1
Lizard,8,Acropora muricata,2,low,Parupeneus macronemma,2
Lizard,8,Acropora muricata,2,low,Pomacentrus amboinensis,37
Lizard,8,Acropora muricata,2,low,Pomacentrus nagasakiensis,2
Lizard,8,Acropora muricata,2,low,Pseudobalistes flavimarginatus,1
Lizard,8,Acropora muricata,2,low,Pseudochromis fuscus,3
Lizard,22,Acropora muricata,3,low,Amblygobius phaelaena,1
Lizard,22,Acropora muricata,3,low,Apo red bl spot   dorsal tip,1
Lizard,22,Acropora muricata,3,low,Apogon doederleini,202
Lizard,22,Acropora muricata,3,low,Apogon thermalis,100
Lizard,22,Acropora muricata,3,low,Apogon ventrifasciatus,3
Lizard,22,Acropora muricata,3,low,Canthigaster bennetti,1
Lizard,22,Acropora muricata,3,low,Chaetodon trifascialis,1
Lizard,22,Acropora muricata,3,low,Cheilodipterus quinquelineatus,70
Lizard,22,Acropora muricata,3,low,Choris batuensis,4
Lizard,22,Acropora muricata,3,low,Dischistodus perspicillatus,2
Lizard,22,Acropora muricata,3,low,Gobiodon okinawae,1
Lizard,22,Acropora muricata,3,low,Istigobius decoratus,4
Lizard,22,Acropora muricata,3,low,Lutjanus monostigma,5
Lizard,22,Acropora muricata,3,low,Ostorhinchus cyanosoma,20
Lizard,22,Acropora muricata,3,low,Pomacentrus amboinensis,16
Lizard,22,Acropora muricata,3,low,Pseudochromis fuscus,1
Lizard,31,Acropora muricata,4,low,Acan dark juveniles,1
Lizard,31,Acropora muricata,4,low,Amblygobius phaelaena,10
Lizard,31,Acropora muricata,4,low,Apogon doederleini,2
Lizard,31,Acropora muricata,4,low,Canthigaster bennetti,1
Lizard,31,Acropora muricata,4,low,Cheilodipterus quinquelineatus,11
Lizard,31,Acropora muricata,4,low,Choris batuensis,6
Lizard,31,Acropora muricata,4,low,Ctenogobiops pomastictus,1
Lizard,31,Acropora muricata,4,low,Dischistodus perspicillatus,6
Lizard,31,Acropora muricata,4,low,Eviota queenslandica,1
Lizard,31,Acropora muricata,4,low,Fusigobius duospilus,1
Lizard,31,Acropora muricata,4,low,Gobiodon citrinus,2
Lizard,31,Acropora muricata,4,low,Gobiodon okinawae,6
Lizard,31,Acropora muricata,4,low,Istigobius decoratus,3
Lizard,31,Acropora muricata,4,low,juv  Scarid striped,5
Lizard,31,Acropora muricata,4,low,Ogilbyina queenslandiae,1
Lizard,31,Acropora muricata,4,low,Ostorhinchus cyanosoma,38
Lizard,31,Acropora muricata,4,low,Oxymonacanthus longirostris,1
Lizard,31,Acropora muricata,4,low,Pomacentrus amboinensis,12
Lizard,31,Acropora muricata,4,low,Pseudochromis fuscus,2
Lizard,31,Acropora muricata,4,low,Salarias fasciatus,1
Lizard,41,Acropora muricata,5,low,Amblygobius phaelaena,5
Lizard,41,Acropora muricata,5,low,Apogon doederleini,8
Lizard,41,Acropora muricata,5,low,Apogon thermalis,12
Lizard,41,Acropora muricata,5,low,Canthigaster bennetti,1
Lizard,41,Acropora muricata,5,low,Cheilodipterus quinquelineatus,9
Lizard,41,Acropora muricata,5,low,Choris batuensis,3
Lizard,41,Acropora muricata,5,low,Dischistodus perspicillatus,5
Lizard,41,Acropora muricata,5,low,Epinephelus maculatus,1
Lizard,41,Acropora muricata,5,low,Fusigobius duospilus,1
Lizard,41,Acropora muricata,5,low,Gobiodon citrinus,1
Lizard,41,Acropora muricata,5,low,Iniistius aneitensis,1
Lizard,41,Acropora muricata,5,low,juv  Scarid striped,6
Lizard,41,Acropora muricata,5,low,Ostorhinchus cyanosoma,120
Lizard,41,Acropora muricata,5,low,Pomacentrus amboinensis,12
Lizard,41,Acropora muricata,5,low,Pomacentrus chrysurus,1
Lizard,41,Acropora muricata,5,low,Pomacentrus nagasakiensis,1
Lizard,41,Acropora muricata,5,low,Pseudochromis fuscus,2
Lizard,5,Med A,1,medium,Apogon doederleini,7
Lizard,5,Med A,1,medium,Canthigaster valentini,1
Lizard,5,Med A,1,medium,Choris batuensis,2
Lizard,5,Med A,1,medium,Dascyllus aruanus,9
Lizard,5,Med A,1,medium,Dascyllus reticulatus,2
Lizard,5,Med A,1,medium,Dischistodus perspicillatus,3
Lizard,5,Med A,1,medium,Fusigobius duospilus,2
Lizard,5,Med A,1,medium,Gobiodon okinawae,1
Lizard,5,Med A,1,medium,Istigobius decoratus,1
Lizard,5,Med A,1,medium,Istigobius rigilius,1
Lizard,5,Med A,1,medium,Lutjanus gibbus,1
Lizard,5,Med A,1,medium,Lutjanus monostigma,1
Lizard,5,Med A,1,medium,Ostorhinchus cyanosoma,13
Lizard,5,Med A,1,medium,Paragobiodon echinocephalus,1
Lizard,5,Med A,1,medium,Pomacentrus amboinensis,38
Lizard,5,Med A,1,medium,Pomacentrus moluccensis,6
Lizard,5,Med A,1,medium,Pseudochromis fuscus,1
Lizard,5,Med A,1,medium,Rhinecanthus aculeatus,1
Lizard,5,Med A,1,medium,Siganus punctatus,1
Lizard,5,Med A,1,medium,Thalassoma lunare,1
Lizard,9,Med A,2,medium,Amblygobius phaelaena,4
Lizard,9,Med A,2,medium,Apogon doederleini,38
Lizard,9,Med A,2,medium,Apogon thermalis,100
Lizard,9,Med A,2,medium,Canthigaster valentini,1
Lizard,9,Med A,2,medium,Chaetodon plebeius,1
Lizard,9,Med A,2,medium,Cheilodipterus quinquelineatus,16
Lizard,9,Med A,2,medium,Choris batuensis,2
Lizard,9,Med A,2,medium,Dascyllus aruanus,9
Lizard,9,Med A,2,medium,Dascyllus reticulatus,9
Lizard,9,Med A,2,medium,Dischistodus perspicillatus,6
Lizard,9,Med A,2,medium,Fusigobius duospilus,2
Lizard,9,Med A,2,medium,Gobiodon okinawae,2
Lizard,9,Med A,2,medium,Istigobius decoratus,1
Lizard,9,Med A,2,medium,Ostorhinchus cyanosoma,127
Lizard,9,Med A,2,medium,Pomacentrus amboinensis,47
Lizard,9,Med A,2,medium,Pomacentrus moluccensis,6
Lizard,9,Med A,2,medium,Pomacentrus nagasakiensis,11
Lizard,9,Med A,2,medium,Pseudochromis fuscus,1
Lizard,9,Med A,2,medium,Rhinecanthus aculeatus,1
Lizard,9,Med A,2,medium,Siganus doliatus,1
Lizard,9,Med A,2,medium,Siganus punctatus,1
Lizard,19,Med A,3,medium,Acan dark juveniles,3
Lizard,19,Med A,3,medium,Amblyglyphidodon curacao,1
Lizard,19,Med A,3,medium,Apogon doederleini,32
Lizard,19,Med A,3,medium,Apogon thermalis,100
Lizard,19,Med A,3,medium,Atrosalarias fuscus holomelas,1
Lizard,19,Med A,3,medium,Cheilodipterus quinquelineatus,12
Lizard,19,Med A,3,medium,Cromileptes altivelis,1
Lizard,19,Med A,3,medium,Cypho purpurascens,1
Lizard,19,Med A,3,medium,Dascyllus aruanus,9
Lizard,19,Med A,3,medium,Dascyllus reticulatus,9
Lizard,19,Med A,3,medium,Dischistodus perspicillatus,4
Lizard,19,Med A,3,medium,Gobiodon okinawae,2
Lizard,19,Med A,3,medium,Istigobius decoratus,2
Lizard,19,Med A,3,medium,Lutjanus monostigma,4
Lizard,19,Med A,3,medium,Ostorhinchus cyanosoma,21
Lizard,19,Med A,3,medium,Pomacentrus amboinensis,49
Lizard,19,Med A,3,medium,Pomacentrus moluccensis,4
Lizard,19,Med A,3,medium,Pomacentrus nagasakiensis,2
Lizard,19,Med A,3,medium,Pomacentrus pavo,4
Lizard,19,Med A,3,medium,Pseudochromis fuscus,1
Lizard,28,Med A,4,medium,Amblygobius phaelaena,2
Lizard,28,Med A,4,medium,Apogon doederleini,39
Lizard,28,Med A,4,medium,Apogon thermalis,20
Lizard,28,Med A,4,medium,Cheilodipterus quinquelineatus,10
Lizard,28,Med A,4,medium,Choris batuensis,4
Lizard,28,Med A,4,medium,Chromis viridis,4
Lizard,28,Med A,4,medium,Dascyllus aruanus,2
Lizard,28,Med A,4,medium,Dascyllus reticulatus,5
Lizard,28,Med A,4,medium,Dischistodus perspicillatus,6
Lizard,28,Med A,4,medium,Fusigobius duospilus,1
Lizard,28,Med A,4,medium,Gobiodon okinawae,2
Lizard,28,Med A,4,medium,Istigobius decoratus,2
Lizard,28,Med A,4,medium,Mulloidichthys flavolineatus,4
Lizard,28,Med A,4,medium,Neoniphon sammara,1
Lizard,28,Med A,4,medium,Ostorhinchus cyanosoma,205
Lizard,28,Med A,4,medium,Parupeneus macronemma,1
Lizard,28,Med A,4,medium,Pomacentrus amboinensis,19
Lizard,28,Med A,4,medium,Pomacentrus chrysurus,2
Lizard,28,Med A,4,medium,Pomacentrus moluccensis,4
Lizard,28,Med A,4,medium,Pomacentrus nagasakiensis,2
Lizard,28,Med A,4,medium,Pseudobalistes flavimarginatus,1
Lizard,28,Med A,4,medium,Pseudochromis fuscus,2
Lizard,37,Med A,5,medium,Acan dark juveniles,5
Lizard,37,Med A,5,medium,Amblygobius phaelaena,4
Lizard,37,Med A,5,medium,Apogon doederleini,75
Lizard,37,Med A,5,medium,Apogon thermalis,100
Lizard,37,Med A,5,medium,Apogon ventrifasciatus,13
Lizard,37,Med A,5,medium,Chaetodon plebeius,2
Lizard,37,Med A,5,medium,Cheilodipterus quinquelineatus,18
Lizard,37,Med A,5,medium,Chromis viridis,1
Lizard,37,Med A,5,medium,Dascyllus aruanus,8
Lizard,37,Med A,5,medium,Dascyllus reticulatus,6
Lizard,37,Med A,5,medium,Dischistodus perspicillatus,5
Lizard,37,Med A,5,medium,Gobiodon okinawae,2
Lizard,37,Med A,5,medium,Istigobius decoratus,2
Lizard,37,Med A,5,medium,Lutjanus gibbus,2
Lizard,37,Med A,5,medium,Ostorhinchus cyanosoma,45
Lizard,37,Med A,5,medium,Pomacentrus amboinensis,39
Lizard,37,Med A,5,medium,Pomacentrus chrysurus,2
Lizard,37,Med A,5,medium,Pomacentrus nagasakiensis,5
Lizard,37,Med A,5,medium,Pomacentrus pavo,2
Lizard,37,Med A,5,medium,Siganus doliatus,1
Lizard,37,Med A,5,medium,Thalassoma lunare,3
Lizard,7,Med B,1,medium,Acan dark juveniles,2
Lizard,7,Med B,1,medium,Apogon doederleini,3
Lizard,7,Med B,1,medium,Canthigaster bennetti,1
Lizard,7,Med B,1,medium,Canthigaster valentini,1
Lizard,7,Med B,1,medium,Chaetodon auriga,1
Lizard,7,Med B,1,medium,Cheilodipterus quinquelineatus,33
Lizard,7,Med B,1,medium,Choris batuensis,1
Lizard,7,Med B,1,medium,Chromis viridis,6
Lizard,7,Med B,1,medium,Dascyllus aruanus,9
Lizard,7,Med B,1,medium,Dischistodus perspicillatus,5
Lizard,7,Med B,1,medium,Fusigobius duospilus,1
Lizard,7,Med B,1,medium,Gobiodon quinquestrigatus,1
Lizard,7,Med B,1,medium,Istigobius decoratus,1
Lizard,7,Med B,1,medium,juv  Scarid other,3
Lizard,7,Med B,1,medium,Neoniphon sammara,1
Lizard,7,Med B,1,medium,Paragobiodon xanthosomus,5
Lizard,7,Med B,1,medium,Parupeneus barberinus,1
Lizard,7,Med B,1,medium,Parupeneus macronemma,1
Lizard,7,Med B,1,medium,Pomacentrus amboinensis,54
Lizard,7,Med B,1,medium,Pomacentrus grammorhynchus,2
Lizard,7,Med B,1,medium,Pomacentrus moluccensis,2
Lizard,7,Med B,1,medium,Pomacentrus nagasakiensis,5
Lizard,7,Med B,1,medium,Pomacentrus pavo,6
Lizard,7,Med B,1,medium,Pseudobalistes flavimarginatus,1
Lizard,7,Med B,1,medium,Pseudochromis fuscus,2
Lizard,7,Med B,1,medium,Rhinecanthus aculeatus,1
Lizard,16,Med B,2,medium,Aeoliscus strigatus,1
Lizard,16,Med B,2,medium,Amblygobius phaelaena,2
Lizard,16,Med B,2,medium,Apogon doederleini,21
Lizard,16,Med B,2,medium,Apogon exostigma  not aligned,1
Lizard,16,Med B,2,medium,Apogon thermalis,2
Lizard,16,Med B,2,medium,Cheilodipterus quinquelineatus,18
Lizard,16,Med B,2,medium,Chromis viridis,150
Lizard,16,Med B,2,medium,Dascyllus aruanus,4
Lizard,16,Med B,2,medium,Dascyllus reticulatus,5
Lizard,16,Med B,2,medium,Dascyllus trimaculatus,1
Lizard,16,Med B,2,medium,Dischistodus perspicillatus,2
Lizard,16,Med B,2,medium,Epinephelus quoyanus,1
Lizard,16,Med B,2,medium,Gnatholepis anjerensis,1
Lizard,16,Med B,2,medium,Gobiodon ceramicus,2
Lizard,16,Med B,2,medium,Gobiodon okinawae,2
Lizard,16,Med B,2,medium,Gobiodon quinquestrigatus,1
Lizard,16,Med B,2,medium,Istigobius decoratus,1
Lizard,16,Med B,2,medium,Ostorhinchus cyanosoma,28
Lizard,16,Med B,2,medium,Paragobiodon xanthosomus,2
Lizard,16,Med B,2,medium,Pomacentrus amboinensis,22
Lizard,16,Med B,2,medium,Pomacentrus chrysurus,1
Lizard,16,Med B,2,medium,Pomacentrus moluccensis,7
Lizard,16,Med B,2,medium,Pomacentrus nagasakiensis,2
Lizard,16,Med B,2,medium,Pomacentrus pavo,2
Lizard,16,Med B,2,medium,Pseudochromis flammicauda,1
Lizard,16,Med B,2,medium,Pseudochromis fuscus,2
Lizard,16,Med B,2,medium,Stegastes lividus,1
Lizard,24,Med B,3,medium,Acan dark juveniles,3
Lizard,24,Med B,3,medium,Amblygobius phaelaena,2
Lizard,24,Med B,3,medium,Apgon leptacanthus,8
Lizard,24,Med B,3,medium,Apogon doederleini,114
Lizard,24,Med B,3,medium,Apogon thermalis,3
Lizard,24,Med B,3,medium,Canthigaster valentini,1
Lizard,24,Med B,3,medium,Chaetodon plebeius,2
Lizard,24,Med B,3,medium,Cheilodipterus quinquelineatus,39
Lizard,24,Med B,3,medium,Chromis viridis,158
Lizard,24,Med B,3,medium,Dascyllus aruanus,2
Lizard,24,Med B,3,medium,Dascyllus reticulatus,2
Lizard,24,Med B,3,medium,Dischistodus perspicillatus,2
Lizard,24,Med B,3,medium,Gobiodon okinawae,1
Lizard,24,Med B,3,medium,Istigobius decoratus,4
Lizard,24,Med B,3,medium,Istigobius rigilius,1
Lizard,24,Med B,3,medium,Lutjanus monostigma,1
Lizard,24,Med B,3,medium,Neoniphon sammara,1
Lizard,24,Med B,3,medium,Ostorhinchus cyanosoma,80
Lizard,24,Med B,3,medium,Oxymonacanthus longirostris,1
Lizard,24,Med B,3,medium,Paragobiodon xanthosomus,6
Lizard,24,Med B,3,medium,Parupeneus barberinus,1
Lizard,24,Med B,3,medium,Parupeneus macronemma,2
Lizard,24,Med B,3,medium,Petroscirtes variabilis,1
Lizard,24,Med B,3,medium,Pomacentrus amboinensis,37
Lizard,24,Med B,3,medium,Pomacentrus moluccensis,4
Lizard,24,Med B,3,medium,Pomacentrus nagasakiensis,3
Lizard,24,Med B,3,medium,Pseudobalistes flavimarginatus,1
Lizard,24,Med B,3,medium,Pseudochromis fuscus,2
Lizard,24,Med B,3,medium,Pseudochromis marshallensis,1
Lizard,24,Med B,3,medium,Siganus doliatus,1
Lizard,24,Med B,3,medium,Siganus punctatus,1
Lizard,24,Med B,3,medium,Thalassoma lunare,1
Lizard,32,Med B,4,medium,Apogon doederleini,34
Lizard,32,Med B,4,medium,Apogon thermalis,100
Lizard,32,Med B,4,medium,Canthigaster valentini,1
Lizard,32,Med B,4,medium,Cheilodipterus quinquelineatus,50
Lizard,32,Med B,4,medium,Choris batuensis,3
Lizard,32,Med B,4,medium,Chromis viridis,16
Lizard,32,Med B,4,medium,Dascyllus aruanus,9
Lizard,32,Med B,4,medium,Dascyllus reticulatus,10
Lizard,32,Med B,4,medium,Dascyllus trimaculatus,1
Lizard,32,Med B,4,medium,Dischistodus perspicillatus,2
Lizard,32,Med B,4,medium,Epinephelus maculatus,1
Lizard,32,Med B,4,medium,Gobiodon brochus,1
Lizard,32,Med B,4,medium,Gobiodon okinawae,2
Lizard,32,Med B,4,medium,Gobiodon quinquestrigatus,3
Lizard,32,Med B,4,medium,Halichoeres trimaculatus,1
Lizard,32,Med B,4,medium,Istigobius decoratus,1
Lizard,32,Med B,4,medium,juv  Scarid other,2
Lizard,32,Med B,4,medium,juv  Scarid striped,1
Lizard,32,Med B,4,medium,Ostorhinchus cyanosoma,35
Lizard,32,Med B,4,medium,Paragobiodon xanthosomus,8
Lizard,32,Med B,4,medium,Pomacentrus amboinensis,27
Lizard,32,Med B,4,medium,Pomacentrus nagasakiensis,3
Lizard,32,Med B,4,medium,Pomacentrus pavo,2
Lizard,32,Med B,4,medium,Pseudochromis fuscus,2
Lizard,32,Med B,4,medium,Pseudochromis marshallensis,1
Lizard,32,Med B,4,medium,Stethojulis strigiventer,1
Lizard,39,Med B,5,medium,Amblygobius phaelaena,2
Lizard,39,Med B,5,medium,Apogon doederleini,80
Lizard,39,Med B,5,medium,Apogon fuscus,2
Lizard,39,Med B,5,medium,Canthigaster bennetti,1
Lizard,39,Med B,5,medium,Canthigaster valentini,1
Lizard,39,Med B,5,medium,Chaetodon ephippium,1
Lizard,39,Med B,5,medium,Chaetodon plebeius,1
Lizard,39,Med B,5,medium,Cheilodipterus quinquelineatus,44
Lizard,39,Med B,5,medium,Choris batuensis,1
Lizard,39,Med B,5,medium,Dascyllus aruanus,7
Lizard,39,Med B,5,medium,Dischistodus perspicillatus,2
Lizard,39,Med B,5,medium,Gobiodon ceramicus,3
Lizard,39,Med B,5,medium,Gobiodon histrio,3
Lizard,39,Med B,5,medium,Gobiodon okinawae,3
Lizard,39,Med B,5,medium,juv  Scarid other,2
Lizard,39,Med B,5,medium,Neoniphon sammara,1
Lizard,39,Med B,5,medium,Ostorhinchus cyanosoma,95
Lizard,39,Med B,5,medium,Paragobiodon xanthosomus,10
Lizard,39,Med B,5,medium,Pomacentrus amboinensis,36
Lizard,39,Med B,5,medium,Pomacentrus chrysurus,1
Lizard,39,Med B,5,medium,Pomacentrus moluccensis,4
Lizard,39,Med B,5,medium,Pomacentrus nagasakiensis,6
Lizard,39,Med B,5,medium,Pseudochromis marshallensis,1
Lizard,39,Med B,5,medium,Siganus punctatus,1
Lizard,39,Med B,5,medium,Stegastes lividus,1
Moorea,2,High,1,high,Acanthurus nigricauda,1
Moorea,2,High,1,high,Cheilinus chlorourus,1
Moorea,2,High,1,high,Chromis viridis,300
Moorea,2,High,1,high,Dascyllus aruanus,29
Moorea,2,High,1,high,Dascyllus flavicaudus,44
Moorea,2,High,1,high,Halichoeres trimaculatus,11
Moorea,2,High,1,high,Parapercis millepunctata,1
Moorea,2,High,1,high,Pseudocheilinus hexataenia,1
Moorea,2,High,1,high,Rhinecanthus rectangulus,1
Moorea,2,High,1,high,Scarus psittacus,1
Moorea,15,High,2,high,Acanthurus olivaceus,1
Moorea,15,High,2,high,Asterropteryx ensifera,1
Moorea,15,High,2,high,Chaetodon citrinellus,2
Moorea,15,High,2,high,Chromis viridis,33
Moorea,15,High,2,high,Dascyllus aruanus,33
Moorea,15,High,2,high,Dascyllus flavicaudus,43
Moorea,15,High,2,high,Gnatholepis anjerensis,2
Moorea,15,High,2,high,Halichoeres trimaculatus,6
Moorea,15,High,2,high,Parupeneus multifasciatus,1
Moorea,15,High,2,high,Pomacentrus pavo,1
Moorea,15,High,2,high,Pseudocheilinus hexataenia,1
Moorea,15,High,2,high,Rhinecanthus aculeatus,2
Moorea,15,High,2,high,Scarus psittacus,1
Moorea,24,High,3,high,Chaetodon citrinellus,1
Moorea,24,High,3,high,Dascyllus aruanus,13
Moorea,24,High,3,high,Dascyllus flavicaudus,35
Moorea,24,High,3,high,Gnatholepis anjerensis,1
Moorea,24,High,3,high,Halichoeres trimaculatus,10
Moorea,24,High,3,high,Oxycheilinus bimaculatus,1
Moorea,24,High,3,high,Pseudocheilinus hexataenia,1
Moorea,24,High,3,high,Scarus psittacus,5
Moorea,24,High,3,high,Stethojulis bandanensis,1
Moorea,24,High,3,high,Zebrasoma scopas,1
Moorea,26,High,4,high,Acanthurus nigricauda,3
Moorea,26,High,4,high,Balistapus undulatus,1
Moorea,26,High,4,high,Chaetodon citrinellus,2
Moorea,26,High,4,high,Dascyllus aruanus,20
Moorea,26,High,4,high,Dascyllus flavicaudus,20
Moorea,26,High,4,high,Gnatholepis anjerensis,2
Moorea,26,High,4,high,Halichoeres trimaculatus,6
Moorea,26,High,4,high,Pomacentrus pavo,10
Moorea,26,High,4,high,Scarus psittacus,3
Moorea,35,High,5,high,Acanthurus olivaceus,1
Moorea,35,High,5,high,Chlorurus sordidus,1
Moorea,35,High,5,high,Dascyllus aruanus,26
Moorea,35,High,5,high,Dascyllus flavicaudus,14
Moorea,35,High,5,high,Halichoeres trimaculatus,9
Moorea,35,High,5,high,Stethojulis bandanensis,1
Moorea,3,Acropora elseyi,1,low,Acanthurus nigricauda,3
Moorea,3,Acropora elseyi,1,low,Acanthurus nigrofuscus,1
Moorea,3,Acropora elseyi,1,low,Acanthurus triostegus,2
Moorea,3,Acropora elseyi,1,low,Chaetodon citrinellus,3
Moorea,3,Acropora elseyi,1,low,Cheilinus chlorourus,1
Moorea,3,Acropora elseyi,1,low,Dascyllus aruanus,63
Moorea,3,Acropora elseyi,1,low,Dascyllus flavicaudus,64
Moorea,3,Acropora elseyi,1,low,Dascyllus trimaculatus,1
Moorea,3,Acropora elseyi,1,low,Halichoeres trimaculatus,6
Moorea,3,Acropora elseyi,1,low,Neoniphon sammara,1
Moorea,3,Acropora elseyi,1,low,Parupeneus multifasciatus,1
Moorea,3,Acropora elseyi,1,low,Pomacentrus pavo,8
Moorea,3,Acropora elseyi,1,low,Pseudocheilinus hexataenia,1
Moorea,3,Acropora elseyi,1,low,Scarus psittacus,2
Moorea,3,Acropora elseyi,1,low,Stegastes nigricans,2
Moorea,3,Acropora elseyi,1,low,Stethojulis bandanensis,1
Moorea,18,Acropora elseyi,2,low,Acanthurus nigricauda,2
Moorea,18,Acropora elseyi,2,low,Acanthurus olivaceus,1
