Location,Plot_Number,Treatment,Replicate,Coral_Diversity,Species,Count
Lizard,42,Acropora nasuta,5,low,Lutjanus monostigma,1
Lizard,42,Acropora nasuta,5,low,Ostorhinchus cyanosoma,12
Lizard,42,Acropora nasuta,5,low,Pomacentrus amboinensis,27
Lizard,42,Acropora nasuta,5,low,Pomacentrus nagasakiensis,1
Lizard,42,Acropora nasuta,5,low,Pomacentrus pavo,1
Lizard,42,Acropora nasuta,5,low,Pseudochromis fuscus,2
Lizard,42,Acropora nasuta,5,low,Siganus doliatus,1
Lizard,6,Acropora loripes,1,low,Amblygobius phaelaena,6
Lizard,6,Acropora loripes,1,low,Apogon doederleini,25
Lizard,6,Acropora loripes,1,low,Apogon thermalis,25
Lizard,6,Acropora loripes,1,low,Apogon ventrifasciatus,3
Lizard,6,Acropora loripes,1,low,Atrosalarias fuscus holomelas,1
Lizard,6,Acropora loripes,1,low,Canthigaster valentini,1
Lizard,6,Acropora loripes,1,low,Chaetodon ephippium,1
Lizard,6,Acropora loripes,1,low,Cheilodipterus quinquelineatus,72
Lizard,6,Acropora loripes,1,low,Choris batuensis,2
Lizard,6,Acropora loripes,1,low,Dascyllus aruanus,3
Lizard,6,Acropora loripes,1,low,Dischistodus perspicillatus,3
Lizard,6,Acropora loripes,1,low,Fusigobius duospilus,2
Lizard,6,Acropora loripes,1,low,Gobiodon okinawae,3
Lizard,6,Acropora loripes,1,low,Iniistius aneitensis,2
Lizard,6,Acropora loripes,1,low,Ostorhinchus cyanosoma,50
Lizard,6,Acropora loripes,1,low,Pomacentrus amboinensis,37
Lizard,6,Acropora loripes,1,low,Pomacentrus moluccensis,5
Lizard,6,Acropora loripes,1,low,Pomacentrus nagasakiensis,2
Lizard,6,Acropora loripes,1,low,Pseudochromis fuscus,2
Lizard,6,Acropora loripes,1,low,Siganus doliatus,1
Lizard,14,Acropora loripes,2,low,Acan dark juveniles,3
Lizard,14,Acropora loripes,2,low,Amblyglyphidodon curacao,1
Lizard,14,Acropora loripes,2,low,Amblygobius phaelaena,2
Lizard,14,Acropora loripes,2,low,Apogon doederleini,62
Lizard,14,Acropora loripes,2,low,Apogon thermalis,100
Lizard,14,Acropora loripes,2,low,Canthigaster bennetti,2
Lizard,14,Acropora loripes,2,low,Chaetodon auriga,1
Lizard,14,Acropora loripes,2,low,Chaetodon ephippium,1
Lizard,14,Acropora loripes,2,low,Cheilodipterus quinquelineatus,45
Lizard,14,Acropora loripes,2,low,Dascyllus aruanus,26
Lizard,14,Acropora loripes,2,low,Dascyllus reticulatus,3
Lizard,14,Acropora loripes,2,low,Dischistodus perspicillatus,6
Lizard,14,Acropora loripes,2,low,Fusigobius duospilus,1
Lizard,14,Acropora loripes,2,low,Gobiodon okinawae,6
Lizard,14,Acropora loripes,2,low,Istigobius decoratus,4
Lizard,14,Acropora loripes,2,low,Istigobius rigilius,1
Lizard,14,Acropora loripes,2,low,juv  Scarid other,4
Lizard,14,Acropora loripes,2,low,Lutjanus gibbus,1
Lizard,14,Acropora loripes,2,low,Lutjanus monostigma,2
Lizard,14,Acropora loripes,2,low,Ostorhinchus cyanosoma,14
Lizard,14,Acropora loripes,2,low,Parupeneus barberinus,1
Lizard,14,Acropora loripes,2,low,Pomacentrus amboinensis,89
Lizard,14,Acropora loripes,2,low,Pomacentrus moluccensis,1
Lizard,14,Acropora loripes,2,low,Pomacentrus nagasakiensis,12
Lizard,14,Acropora loripes,2,low,Pomacentrus pavo,9
Lizard,14,Acropora loripes,2,low,Pseudochromis marshallensis,1
Lizard,14,Acropora loripes,2,low,Siganus doliatus,2
Lizard,14,Acropora loripes,2,low,Siganus punctatus,1
Lizard,14,Acropora loripes,2,low,Thalassoma lunare,1
Lizard,23,Acropora loripes,3,low,Amblyglyphidodon curacao,1
Lizard,23,Acropora loripes,3,low,Apogon doederleini,45
Lizard,23,Acropora loripes,3,low,Apogon thermalis,100
Lizard,23,Acropora loripes,3,low,Apogon ventrifasciatus,4
Lizard,23,Acropora loripes,3,low,Chaetodon ephippium,1
Lizard,23,Acropora loripes,3,low,Cheilodipterus quinquelineatus,29
Lizard,23,Acropora loripes,3,low,Choris batuensis,2
Lizard,23,Acropora loripes,3,low,Dascyllus aruanus,6
Lizard,23,Acropora loripes,3,low,Dascyllus reticulatus,2
Lizard,23,Acropora loripes,3,low,Dischistodus perspicillatus,5
Lizard,23,Acropora loripes,3,low,Fusigobius duospilus,2
Lizard,23,Acropora loripes,3,low,Gobiodon okinawae,3
Lizard,23,Acropora loripes,3,low,juv  Scarid other,1
Lizard,23,Acropora loripes,3,low,juv  Scarid striped,5
Lizard,23,Acropora loripes,3,low,Lutjanus gibbus,1
Lizard,23,Acropora loripes,3,low,Lutjanus monostigma,3
Lizard,23,Acropora loripes,3,low,Ostorhinchus cyanosoma,21
Lizard,23,Acropora loripes,3,low,Parupeneus barberinus,1
Lizard,23,Acropora loripes,3,low,Pomacentrus amboinensis,64
Lizard,23,Acropora loripes,3,low,Pomacentrus moluccensis,2
Lizard,23,Acropora loripes,3,low,Pomacentrus nagasakiensis,8
Lizard,23,Acropora loripes,3,low,Pomacentrus pavo,3
Lizard,23,Acropora loripes,3,low,Pseudochromis fuscus,3
Lizard,23,Acropora loripes,3,low,Siganus punctatus,1
Lizard,23,Acropora loripes,3,low,Thalassoma lunare,1
Lizard,35,Acropora loripes,4,low,Acan dark juveniles,2
Lizard,35,Acropora loripes,4,low,Aeoliscus strigatus,1
Lizard,35,Acropora loripes,4,low,Amblyglyphidodon curacao,1
Lizard,35,Acropora loripes,4,low,Apogon doederleini,29
Lizard,35,Acropora loripes,4,low,Chaetodon ephippium,1
Lizard,35,Acropora loripes,4,low,Chaetodon plebeius,1
Lizard,35,Acropora loripes,4,low,Choris batuensis,2
Lizard,35,Acropora loripes,4,low,Dascyllus aruanus,7
Lizard,35,Acropora loripes,4,low,Dascyllus reticulatus,1
Lizard,35,Acropora loripes,4,low,Dischistodus perspicillatus,6
Lizard,35,Acropora loripes,4,low,Gobiodon okinawae,1
Lizard,35,Acropora loripes,4,low,Istigobius decoratus,1
Lizard,35,Acropora loripes,4,low,juv  Scarid striped,2
Lizard,35,Acropora loripes,4,low,Lutjanus gibbus,5
Lizard,35,Acropora loripes,4,low,Lutjanus monostigma,1
Lizard,35,Acropora loripes,4,low,Neoniphon sammara,1
Lizard,35,Acropora loripes,4,low,Ostorhinchus cyanosoma,110
Lizard,35,Acropora loripes,4,low,Pomacentrus amboinensis,41
Lizard,35,Acropora loripes,4,low,Pomacentrus chrysurus,1
Lizard,35,Acropora loripes,4,low,Pomacentrus moluccensis,1
Lizard,35,Acropora loripes,4,low,Pomacentrus nagasakiensis,6
Lizard,35,Acropora loripes,4,low,Pomacentrus pavo,3
Lizard,38,Acropora loripes,5,low,Amblygobius phaelaena,1
Lizard,38,Acropora loripes,5,low,Apogon doederleini,75
Lizard,38,Acropora loripes,5,low,Apogon thermalis,20
Lizard,38,Acropora loripes,5,low,Canthigaster valentini,1
Lizard,38,Acropora loripes,5,low,Chaetodon ephippium,1
Lizard,38,Acropora loripes,5,low,Cheilodipterus quinquelineatus,18
Lizard,38,Acropora loripes,5,low,Choris batuensis,2
Lizard,38,Acropora loripes,5,low,Dascyllus aruanus,12
Lizard,38,Acropora loripes,5,low,Eviota queenslandica,1
Lizard,38,Acropora loripes,5,low,Fusigobius duospilus,1
Lizard,38,Acropora loripes,5,low,Istigobius goldmanni,1
Lizard,38,Acropora loripes,5,low,Istigobius rigilius,2
Lizard,38,Acropora loripes,5,low,juv  Scarid striped,6
Lizard,38,Acropora loripes,5,low,Neoniphon sammara,1
Lizard,38,Acropora loripes,5,low,Ostorhinchus cyanosoma,127
Lizard,38,Acropora loripes,5,low,Pomacentrus amboinensis,48
Lizard,38,Acropora loripes,5,low,Pomacentrus chrysurus,1
Lizard,38,Acropora loripes,5,low,Pomacentrus moluccensis,2
Lizard,38,Acropora loripes,5,low,Pomacentrus nagasakiensis,1
Lizard,38,Acropora loripes,5,low,Pomacentrus pavo,3
Lizard,38,Acropora loripes,5,low,Pseudochromis fuscus,2
Lizard,38,Acropora loripes,5,low,Siganus doliatus,3
Lizard,38,Acropora loripes,5,low,Siganus punctatus,1
Lizard,38,Acropora loripes,5,low,Stethojulis strigiventer,1
Lizard,38,Acropora loripes,5,low,Valencienna longipinnis,1
Lizard,12,Pocillopora damicornis,1,low,Acan dark juveniles,1
Lizard,12,Pocillopora damicornis,1,low,Amblygobius phaelaena,3
Lizard,12,Pocillopora damicornis,1,low,Apogon doederleini,10
Lizard,12,Pocillopora damicornis,1,low,Apogon sp  rainbow,1
Lizard,12,Pocillopora damicornis,1,low,Apogon thermalis,15
Lizard,12,Pocillopora damicornis,1,low,Atrosalarias fuscus holomelas,1
Lizard,12,Pocillopora damicornis,1,low,Canthigaster valentini,1
Lizard,12,Pocillopora damicornis,1,low,Chaetodon ephippium,1
Lizard,12,Pocillopora damicornis,1,low,Chaetodon plebeius,2
Lizard,12,Pocillopora damicornis,1,low,Chaetodon speculum,1
Lizard,12,Pocillopora damicornis,1,low,Cheilodipterus quinquelineatus,70
Lizard,12,Pocillopora damicornis,1,low,Choris batuensis,1
Lizard,12,Pocillopora damicornis,1,low,Chromis viridis,330
Lizard,12,Pocillopora damicornis,1,low,Dascyllus aruanus,20
Lizard,12,Pocillopora damicornis,1,low,Dascyllus reticulatus,29
Lizard,12,Pocillopora damicornis,1,low,Dischistodus perspicillatus,4
Lizard,12,Pocillopora damicornis,1,low,Istigobius decoratus,2
Lizard,12,Pocillopora damicornis,1,low,juv  Scarid striped,1
Lizard,12,Pocillopora damicornis,1,low,Neoniphon sammara,1
Lizard,12,Pocillopora damicornis,1,low,Ogilbyina queenslandiae,1
Lizard,12,Pocillopora damicornis,1,low,Ostorhinchus cyanosoma,62
Lizard,12,Pocillopora damicornis,1,low,Paragobiodon echinocephalus,2
Lizard,12,Pocillopora damicornis,1,low,Pomacentrus amboinensis,30
Lizard,12,Pocillopora damicornis,1,low,Pomacentrus chrysurus,1
Lizard,12,Pocillopora damicornis,1,low,Pomacentrus moluccensis,6
Lizard,12,Pocillopora damicornis,1,low,Pomacentrus nagasakiensis,1
Lizard,12,Pocillopora damicornis,1,low,Pomacentrus pavo,3
Lizard,12,Pocillopora damicornis,1,low,Pseudochromis fuscus,1
Lizard,12,Pocillopora damicornis,1,low,Scorpionfish,1
Lizard,12,Pocillopora damicornis,1,low,Thalassoma lunare,3
Lizard,18,Pocillopora damicornis,2,low,Acan dark juveniles,2
Lizard,18,Pocillopora damicornis,2,low,Amblygobius phaelaena,2
Lizard,18,Pocillopora damicornis,2,low,Apgon leptacanthus,30
Lizard,18,Pocillopora damicornis,2,low,Apo red bl spot   dorsal tip,1
Lizard,18,Pocillopora damicornis,2,low,Apogon doederleini,52
Lizard,18,Pocillopora damicornis,2,low,Apogon thermalis,100
Lizard,18,Pocillopora damicornis,2,low,Apogon ventrifasciatus,6
Lizard,18,Pocillopora damicornis,2,low,Canthigaster valentini,2
Lizard,18,Pocillopora damicornis,2,low,Chaetodon bennetti,1
Lizard,18,Pocillopora damicornis,2,low,Chaetodon ephippium,2
Lizard,18,Pocillopora damicornis,2,low,Chaetodon lunulatus,1
Lizard,18,Pocillopora damicornis,2,low,Chaetodon plebeius,3
Lizard,18,Pocillopora damicornis,2,low,Choris batuensis,2
Lizard,18,Pocillopora damicornis,2,low,Chromis viridis,7
Lizard,18,Pocillopora damicornis,2,low,Dascyllus aruanus,24
Lizard,18,Pocillopora damicornis,2,low,Dascyllus reticulatus,17
Lizard,18,Pocillopora damicornis,2,low,Dischistodus perspicillatus,4
Lizard,18,Pocillopora damicornis,2,low,juv  Scarid other,2
Lizard,18,Pocillopora damicornis,2,low,Lutjanus monostigma,6
Lizard,18,Pocillopora damicornis,2,low,Micrognathus andersonii,1
Lizard,18,Pocillopora damicornis,2,low,Ostorhinchus cyanosoma,27
Lizard,18,Pocillopora damicornis,2,low,Paragobiodon echinocephalus,2
Lizard,18,Pocillopora damicornis,2,low,Paragobiodon xanthosomus,2
Lizard,18,Pocillopora damicornis,2,low,Pomacentrus amboinensis,46
Lizard,18,Pocillopora damicornis,2,low,Pomacentrus chrysurus,1
Lizard,18,Pocillopora damicornis,2,low,Pomacentrus moluccensis,3
Lizard,18,Pocillopora damicornis,2,low,Pomacentrus nagasakiensis,1
Lizard,18,Pocillopora damicornis,2,low,Pomacentrus pavo,2
Lizard,18,Pocillopora damicornis,2,low,Pseudobalistes flavimarginatus,1
Lizard,18,Pocillopora damicornis,2,low,Pseudochromis fuscus,3
Lizard,26,Pocillopora damicornis,3,low,Acan dark juveniles,4
Lizard,26,Pocillopora damicornis,3,low,Amblygobius phaelaena,3
Lizard,26,Pocillopora damicornis,3,low,Apogon doederleini,45
Lizard,26,Pocillopora damicornis,3,low,Apogon fraenatus,1
Lizard,26,Pocillopora damicornis,3,low,Apogon thermalis,2
Lizard,26,Pocillopora damicornis,3,low,Chaetodon ephippium,1
Lizard,26,Pocillopora damicornis,3,low,Chaetodon speculum,1
Lizard,26,Pocillopora damicornis,3,low,Cheilodipterus quinquelineatus,12
Lizard,26,Pocillopora damicornis,3,low,Choris batuensis,4
Lizard,26,Pocillopora damicornis,3,low,Chromis viridis,23
Lizard,26,Pocillopora damicornis,3,low,Dascyllus aruanus,9
Lizard,26,Pocillopora damicornis,3,low,Dascyllus reticulatus,7
Lizard,26,Pocillopora damicornis,3,low,Epinephelus quoyanus,1
Lizard,26,Pocillopora damicornis,3,low,Istigobius decoratus,1
Lizard,26,Pocillopora damicornis,3,low,Ostorhinchus cyanosoma,52
Lizard,26,Pocillopora damicornis,3,low,Paragobiodon echinocephalus,1
Lizard,26,Pocillopora damicornis,3,low,Pomacentrus amboinensis,31
Lizard,26,Pocillopora damicornis,3,low,Pomacentrus chrysurus,1
Lizard,26,Pocillopora damicornis,3,low,Pomacentrus grammorhynchus,1
Lizard,26,Pocillopora damicornis,3,low,Pomacentrus nagasakiensis,3
Lizard,26,Pocillopora damicornis,3,low,Pseudochromis fuscus,3
Lizard,26,Pocillopora damicornis,3,low,Salarias alboguttatus,1
Lizard,26,Pocillopora damicornis,3,low,Stethojulis strigiventer,1
Lizard,26,Pocillopora damicornis,3,low,Valencienna longipinnis,1
Lizard,30,Pocillopora damicornis,4,low,Apogon doederleini,33
Lizard,30,Pocillopora damicornis,4,low,Apogon thermalis,100
Lizard,30,Pocillopora damicornis,4,low,Chaetodon plebeius,5
Lizard,30,Pocillopora damicornis,4,low,Cheilodipterus quinquelineatus,5
Lizard,30,Pocillopora damicornis,4,low,Choris batuensis,2
Lizard,30,Pocillopora damicornis,4,low,Chromis viridis,4
Lizard,30,Pocillopora damicornis,4,low,Dascyllus aruanus,23
Lizard,30,Pocillopora damicornis,4,low,Dascyllus reticulatus,16
Lizard,30,Pocillopora damicornis,4,low,Dischistodus perspicillatus,2
Lizard,30,Pocillopora damicornis,4,low,Epinephelus maculatus,1
Lizard,30,Pocillopora damicornis,4,low,Lutjanus gibbus,1
Lizard,30,Pocillopora damicornis,4,low,Neoniphon sammara,1
Lizard,30,Pocillopora damicornis,4,low,Ostorhinchus cyanosoma,20
Lizard,30,Pocillopora damicornis,4,low,Paragobiodon echinocephalus,2
Lizard,30,Pocillopora damicornis,4,low,Pomacentrus amboinensis,43
Lizard,30,Pocillopora damicornis,4,low,Pomacentrus moluccensis,1
Lizard,30,Pocillopora damicornis,4,low,Pomacentrus nagasakiensis,1
Lizard,30,Pocillopora damicornis,4,low,Pomacentrus pavo,2
Lizard,30,Pocillopora damicornis,4,low,Pseudochromis fuscus,2
Lizard,30,Pocillopora damicornis,4,low,Thalassoma lunare,1
Lizard,44,Pocillopora damicornis,5,low,Amblygobius phaelaena,2
Lizard,44,Pocillopora damicornis,5,low,Apogon doederleini,41
Lizard,44,Pocillopora damicornis,5,low,Chaetodon plebeius,1
Lizard,44,Pocillopora damicornis,5,low,Cheilodipterus quinquelineatus,6
Lizard,44,Pocillopora damicornis,5,low,Chromis viridis,1
Lizard,44,Pocillopora damicornis,5,low,Dascyllus aruanus,14
Lizard,44,Pocillopora damicornis,5,low,Dascyllus reticulatus,35
Lizard,44,Pocillopora damicornis,5,low,Dischistodus perspicillatus,5
Lizard,44,Pocillopora damicornis,5,low,Eviota queenslandica,1
Lizard,44,Pocillopora damicornis,5,low,Istigobius decoratus,1
Lizard,44,Pocillopora damicornis,5,low,Lutjanus gibbus,1
Lizard,44,Pocillopora damicornis,5,low,Neoniphon sammara,1
Lizard,44,Pocillopora damicornis,5,low,Ostorhinchus cyanosoma,48
Lizard,44,Pocillopora damicornis,5,low,Pomacentrus amboinensis,26
Lizard,44,Pocillopora damicornis,5,low,Pomacentrus moluccensis,9
Lizard,44,Pocillopora damicornis,5,low,Pomacentrus nagasakiensis,1
Lizard,44,Pocillopora damicornis,5,low,Pomacentrus pavo,3
Lizard,44,Pocillopora damicornis,5,low,Pseudochromis fuscus,1
Lizard,44,Pocillopora damicornis,5,low,Pseudochromis marshallensis,1
Lizard,4,Porites cylindrica,1,low,Amblygobius phaelaena,2
Lizard,4,Porites cylindrica,1,low,Apogon doederleini,64
Lizard,4,Porites cylindrica,1,low,Apogon fragilis,40
Lizard,4,Porites cylindrica,1,low,Canthigaster valentini,2
Lizard,4,Porites cylindrica,1,low,Choris batuensis,1
Lizard,4,Porites cylindrica,1,low,Dascyllus aruanus,2
Lizard,4,Porites cylindrica,1,low,Dischistodus perspicillatus,2
Lizard,4,Porites cylindrica,1,low,Epinephelus maculatus,1
Lizard,4,Porites cylindrica,1,low,Fusigobius duospilus,1
Lizard,4,Porites cylindrica,1,low,Halichoeres trimaculatus,1
Lizard,4,Porites cylindrica,1,low,Iniistius aneitensis,1
Lizard,4,Porites cylindrica,1,low,juv  Scarid other,3
Lizard,4,Porites cylindrica,1,low,juv  Scarid striped,3
Lizard,4,Porites cylindrica,1,low,Lutjanus monostigma,1
Lizard,4,Porites cylindrica,1,low,Ostorhinchus cyanosoma,6
Lizard,4,Porites cylindrica,1,low,Pomacentrus amboinensis,24
Lizard,4,Porites cylindrica,1,low,Pomacentrus nagasakiensis,2
Lizard,4,Porites cylindrica,1,low,Pseudochromis fuscus,1
Lizard,4,Porites cylindrica,1,low,Scorpionfish,1
Lizard,4,Porites cylindrica,1,low,Thalassoma lunare,1
Lizard,11,Porites cylindrica,2,low,Amblyglyphidodon curacao,1
Lizard,11,Porites cylindrica,2,low,Amblygobius phaelaena,1
Lizard,11,Porites cylindrica,2,low,Apogon doederleini,51
Lizard,11,Porites cylindrica,2,low,Apogon thermalis,50
Lizard,11,Porites cylindrica,2,low,Canthigaster bennetti,2
Lizard,11,Porites cylindrica,2,low,Cheilodipterus artus,6
Lizard,11,Porites cylindrica,2,low,Cheilodipterus quinquelineatus,35
Lizard,11,Porites cylindrica,2,low,Choris batuensis,2
Lizard,11,Porites cylindrica,2,low,Dischistodus perspicillatus,4
Lizard,11,Porites cylindrica,2,low,juv  Scarid striped,5
Lizard,11,Porites cylindrica,2,low,Lutjanus monostigma,1
Lizard,11,Porites cylindrica,2,low,Ostorhinchus cyanosoma,54
Lizard,11,Porites cylindrica,2,low,Pomacentrus amboinensis,29
Lizard,11,Porites cylindrica,2,low,Pomacentrus chrysurus,1
Lizard,11,Porites cylindrica,2,low,Pomacentrus nagasakiensis,3
Lizard,11,Porites cylindrica,2,low,Pomacentrus pavo,5
Lizard,11,Porites cylindrica,2,low,Pseudochromis flammicauda,1
Lizard,11,Porites cylindrica,2,low,Pseudochromis fuscus,2
Lizard,11,Porites cylindrica,2,low,Rhinecanthus aculeatus,1
Lizard,11,Porites cylindrica,2,low,Sargocentron sp,1
Lizard,11,Porites cylindrica,2,low,Siganus doliatus,1
Lizard,25,Porites cylindrica,3,low,Acan dark juveniles,3
Lizard,25,Porites cylindrica,3,low,Amblygobius phaelaena,3
Lizard,25,Porites cylindrica,3,low,Apogon doederleini,72
Lizard,25,Porites cylindrica,3,low,Apogon thermalis,100
Lizard,25,Porites cylindrica,3,low,Canthigaster valentini,1
Lizard,25,Porites cylindrica,3,low,Cheilodipterus quinquelineatus,20
Lizard,25,Porites cylindrica,3,low,Choris batuensis,3
Lizard,25,Porites cylindrica,3,low,Dischistodus perspicillatus,5
Lizard,25,Porites cylindrica,3,low,Istigobius decoratus,1
Lizard,25,Porites cylindrica,3,low,Lutjanus monostigma,3
Lizard,25,Porites cylindrica,3,low,Ostorhinchus cyanosoma,47
Lizard,25,Porites cylindrica,3,low,Pomacentrus amboinensis,44
Lizard,25,Porites cylindrica,3,low,Pomacentrus chrysurus,2
Lizard,25,Porites cylindrica,3,low,Pomacentrus nagasakiensis,7
Lizard,25,Porites cylindrica,3,low,Pomacentrus pavo,3
Lizard,25,Porites cylindrica,3,low,Pseudochromis fuscus,2
Lizard,25,Porites cylindrica,3,low,Valencienna longipinnis,1
Lizard,29,Porites cylindrica,4,low,Cheilinus trilobatus,1
Lizard,29,Porites cylindrica,4,low,Choris batuensis,2
Lizard,29,Porites cylindrica,4,low,Dascyllus aruanus,1
Lizard,29,Porites cylindrica,4,low,Dischistodus perspicillatus,2
Lizard,29,Porites cylindrica,4,low,Epinephelus maculatus,1
Lizard,29,Porites cylindrica,4,low,Hemigymnus melapterus,1
Lizard,29,Porites cylindrica,4,low,Pomacentrus amboinensis,10
Lizard,29,Porites cylindrica,4,low,Pomacentrus chrysurus,1
Lizard,40,Porites cylindrica,5,low,Amblygobius phaelaena,3
Lizard,40,Porites cylindrica,5,low,Apogon doederleini,80
Lizard,40,Porites cylindrica,5,low,Apogon thermalis,12
Lizard,40,Porites cylindrica,5,low,Canthigaster bennetti,1
Lizard,40,Porites cylindrica,5,low,Canthigaster valentini,1
Lizard,40,Porites cylindrica,5,low,Cheilodipterus quinquelineatus,30
Lizard,40,Porites cylindrica,5,low,Dischistodus perspicillatus,6
Lizard,40,Porites cylindrica,5,low,Eviota queenslandica,1
Lizard,40,Porites cylindrica,5,low,Fusigobius duospilus,1
Lizard,40,Porites cylindrica,5,low,juv  Scarid other,2
Lizard,40,Porites cylindrica,5,low,Lionfish,1
Lizard,40,Porites cylindrica,5,low,Lutjanus monostigma,1
Lizard,40,Porites cylindrica,5,low,Ostorhinchus cyanosoma,167
Lizard,40,Porites cylindrica,5,low,Pomacentrus amboinensis,33
Lizard,40,Porites cylindrica,5,low,Pomacentrus chrysurus,2
Lizard,40,Porites cylindrica,5,low,Pomacentrus grammorhynchus,1
Lizard,40,Porites cylindrica,5,low,Pomacentrus moluccensis,1
Lizard,40,Porites cylindrica,5,low,Pomacentrus nagasakiensis,1
Lizard,40,Porites cylindrica,5,low,Pseudobalistes flavimarginatus,1
Lizard,40,Porites cylindrica,5,low,Pseudochromis fuscus,2
Lizard,40,Porites cylindrica,5,low,Salarias fasciatus,1
Lizard,40,Porites cylindrica,5,low,Stethojulis strigiventer,1
Lizard,10,Seriatopora hystrix,1,low,Amblygobius phaelaena,3
Lizard,10,Seriatopora hystrix,1,low,Apogon doederleini,105
Lizard,10,Seriatopora hystrix,1,low,Apogon exostigma  not aligned,1
Lizard,10,Seriatopora hystrix,1,low,Apogon thermalis,3
Lizard,10,Seriatopora hystrix,1,low,Asteropteryx semipuctatus,1
Lizard,10,Seriatopora hystrix,1,low,Cheilinus chlorourus,1
Lizard,10,Seriatopora hystrix,1,low,Cheilodipterus quinquelineatus,11
Lizard,10,Seriatopora hystrix,1,low,Choris batuensis,3
Lizard,10,Seriatopora hystrix,1,low,Chromis viridis,430
Lizard,10,Seriatopora hystrix,1,low,Dascyllus aruanus,10
Lizard,10,Seriatopora hystrix,1,low,Dischistodus perspicillatus,7
Lizard,10,Seriatopora hystrix,1,low,Gobiodon ceramicus,2
Lizard,10,Seriatopora hystrix,1,low,Istigobius decoratus,4
Lizard,10,Seriatopora hystrix,1,low,juv  Scarid other,1
Lizard,10,Seriatopora hystrix,1,low,Lutjanus monostigma,1
Lizard,10,Seriatopora hystrix,1,low,Neoniphon sammara,1
Lizard,10,Seriatopora hystrix,1,low,Ostorhinchus cyanosoma,11
Lizard,10,Seriatopora hystrix,1,low,Paragobiodon xanthosomus,11
Lizard,10,Seriatopora hystrix,1,low,Pomacentrus amboinensis,12
Lizard,10,Seriatopora hystrix,1,low,Pomacentrus grammorhynchus,2
Lizard,10,Seriatopora hystrix,1,low,Pomacentrus moluccensis,10
Lizard,10,Seriatopora hystrix,1,low,Pomacentrus nagasakiensis,3
Lizard,10,Seriatopora hystrix,1,low,Pomacentrus pavo,3
Lizard,10,Seriatopora hystrix,1,low,Pseudochromis fuscus,1
Lizard,10,Seriatopora hystrix,1,low,Stegastes lividus,1
Lizard,20,Seriatopora hystrix,2,low,Acan dark juveniles,3
Lizard,20,Seriatopora hystrix,2,low,Chaetodon ephippium,3
Lizard,20,Seriatopora hystrix,2,low,Choris batuensis,2
Lizard,20,Seriatopora hystrix,2,low,Chromis viridis,20
Lizard,20,Seriatopora hystrix,2,low,Dascyllus aruanus,9
Lizard,20,Seriatopora hystrix,2,low,Dischistodus perspicillatus,3
Lizard,20,Seriatopora hystrix,2,low,Istigobius decoratus,1
Lizard,20,Seriatopora hystrix,2,low,juv  Scarid other,1
Lizard,20,Seriatopora hystrix,2,low,juv  Scarid striped,2
Lizard,20,Seriatopora hystrix,2,low,Ogilbyina queenslandiae,1
Lizard,20,Seriatopora hystrix,2,low,Ostorhinchus cyanosoma,22
Lizard,20,Seriatopora hystrix,2,low,Paragobiodon xanthosomus,15
Lizard,20,Seriatopora hystrix,2,low,Pomacentrus amboinensis,63
Lizard,20,Seriatopora hystrix,2,low,Pomacentrus moluccensis,5
Lizard,20,Seriatopora hystrix,2,low,Pomacentrus nagasakiensis,2
Lizard,20,Seriatopora hystrix,2,low,Pomacentrus pavo,1
Lizard,20,Seriatopora hystrix,2,low,Pseudochromis fuscus,1
Lizard,20,Seriatopora hystrix,2,low,Siganus puellus,1
Lizard,20,Seriatopora hystrix,2,low,Thalassoma lunare,3
Lizard,27,Seriatopora hystrix,3,low,Acan dark juveniles,3
Lizard,27,Seriatopora hystrix,3,low,Apgon leptacanthus,10
Lizard,27,Seriatopora hystrix,3,low,Apo red bl spot   dorsal tip,2
Lizard,27,Seriatopora hystrix,3,low,Apogon doederleini,156
Lizard,27,Seriatopora hystrix,3,low,Apogon thermalis,104
Lizard,27,Seriatopora hystrix,3,low,Apogon ventrifasciatus,3
Lizard,27,Seriatopora hystrix,3,low,Canthigaster bennetti,1
Lizard,27,Seriatopora hystrix,3,low,Chaetodon lunulatus,1
Lizard,27,Seriatopora hystrix,3,low,Chaetodon plebeius,2
Lizard,27,Seriatopora hystrix,3,low,Chaetodon ulientensis,1
Lizard,27,Seriatopora hystrix,3,low,Cheilodipterus quinquelineatus,10
Lizard,27,Seriatopora hystrix,3,low,Choris batuensis,1
Lizard,27,Seriatopora hystrix,3,low,Chromis viridis,3
Lizard,27,Seriatopora hystrix,3,low,Dascyllus aruanus,4
Lizard,27,Seriatopora hystrix,3,low,Dischistodus perspicillatus,9
Lizard,27,Seriatopora hystrix,3,low,Hemigymnus melapterus,1
Lizard,27,Seriatopora hystrix,3,low,juv  Scarid other,2
Lizard,27,Seriatopora hystrix,3,low,Lutjanus gibbus,1
Lizard,27,Seriatopora hystrix,3,low,Lutjanus monostigma,7
Lizard,27,Seriatopora hystrix,3,low,Ostorhinchus cyanosoma,16
Lizard,27,Seriatopora hystrix,3,low,Paragobiodon xanthosomus,6
Lizard,27,Seriatopora hystrix,3,low,Parupeneus barberinus,2
Lizard,27,Seriatopora hystrix,3,low,Pomacentrus amboinensis,43
Lizard,27,Seriatopora hystrix,3,low,Pomacentrus chrysurus,1
